cobol_program,cobol_section,cobol_paragraph,cobol_line_start,cobol_line_end,gherkin_feature,gherkin_scenario,rule_id,policy_id,policy_section,policy_page_line,effective_date,transmittal_id,test_case_id,normalization_ids,status,notes
ESCAL200,,,00819,00822,gherkin_rules/escal200.feature,Reject claims with invalid line item date of service,CAL200-001J,Internal/No policy citation found,,,2020-01-01,,TC-AUTO-0110,,internal,
ESCAL200,,,00826,00828,gherkin_rules/escal200.feature,Reject claims with invalid dialysis start date,CAL200-001K,Internal/No policy citation found,,,2020-01-01,,TC-AUTO-0111,,internal,
ESCAL200,,,00832,00834,gherkin_rules/escal200.feature,Reject claims with invalid outlier total charges,CAL200-001L,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2020-01-01,,TC-AUTO-0112,,policy-mapped,
ESCAL200,,,00838,00843,gherkin_rules/escal200.feature,Reject non-AKI claims with invalid comorbid return code,CAL200-001M,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2020-01-01,,TC-AUTO-0113,,policy-mapped,
ESCAL200,,,00466,00466,gherkin_rules/escal200.feature,Compute bundled base wage amount,CAL200-002,Internal/No policy citation found,,,2020-01-01,,TC-AUTO-0114,,internal,
ESCAL200,,,00881,00884,gherkin_rules/escal200.feature,Compute patient age for factor selection,CAL200-008,Internal/No policy citation found,,,2020-01-01,,TC-AUTO-0115,,internal,
ESCAL200,,,00893,00909,gherkin_rules/escal200.feature,Map QIP reduction codes to reduction factors,CAL200-007,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2020-01-01,,TC-AUTO-0116,,policy-mapped,
ESCAL200,,,00930,00930,gherkin_rules/escal200.feature,Normalize comorbid data for consistent evaluation,CAL200-010,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2020-01-01,,TC-AUTO-0117,,policy-mapped,
ESCAL200,,,00578,00578,gherkin_rules/escal200.feature,Apply pediatric age adjustment factors,CAL200-003A,CLM104C08-REV10640,§20.2 Pediatric Payment Model (under 18),P16:L602-606,2020-01-01,,TC-AUTO-0118,,policy-mapped,
ESCAL200,,,00603,00603,gherkin_rules/escal200.feature,Apply adult age adjustment factors,CAL200-003B,BP102C11-REV257,§60.A.1 Adult Age Bands,P36:L1467-1472,2020-01-01,,TC-AUTO-0119,,policy-mapped,
ESCAL200,,,00470,00470,gherkin_rules/escal200.feature,Compute BSA adjustment factor,CAL200-004,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2020-01-01,,TC-AUTO-0120,,policy-mapped,
ESCAL200,,,01057,01057,gherkin_rules/escal200.feature,Default pediatric BSA factor to 1.000,CAL200-004B,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2020-01-01,,TC-AUTO-0121,,policy-mapped,
ESCAL200,,,00472,00472,gherkin_rules/escal200.feature,Compute BMI adjustment factor,CAL200-005,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2020-01-01,,TC-AUTO-0122,,policy-mapped,
ESCAL200,,,01070,01070,gherkin_rules/escal200.feature,Default BMI factor to 1.000 when low BMI criteria are not met,CAL200-005B,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2020-01-01,,TC-AUTO-0123,,policy-mapped,
ESCAL200,,,00512,00512,gherkin_rules/escal200.feature,Apply onset adjustment factor,CAL200-009,BP102C11-REV257,§60.A.1 Onset of Dialysis (≤120 days),P38:L1516-1537,2020-01-01,,TC-AUTO-0124,,policy-mapped,
ESCAL200,,,01115,01115,gherkin_rules/escal200.feature,Select bundled comorbid multiplier,CAL200-011,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2020-01-01,,TC-AUTO-0125,,policy-mapped,
ESCAL200,,,01149,01157,gherkin_rules/escal200.feature,Apply low volume multiplier for adults,CAL200-012,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2020-01-01,,TC-AUTO-0126,,policy-mapped,
ESCAL200,,,01166,01166,gherkin_rules/escal200.feature,Apply rural adjustment multiplier,CAL200-013,CMS-ESRDPAYMENT,Facility-Level Adjustments include rural adjustment,HTML:L793-795,2020-01-01,,TC-AUTO-0127,,policy-mapped,
ESCAL200,,,00476,00476,gherkin_rules/escal200.feature,Compute adjusted base wage amount,CAL200-014,Internal/No policy citation found,,,2020-01-01,,TC-AUTO-0128,,internal,
ESCAL200,,,00225,00225,gherkin_rules/escal200.feature,Apply training add-on or per-diem logic,CAL200-015,CLM104C08-REV12979,§50.8 Training Add-On Payment,P32:L1112-1121,2020-01-01,,TC-AUTO-0129,,policy-mapped,
ESCAL200,,,00318,00318,gherkin_rules/escal200.feature,Apply TDAPA add-on,CAL200-017,CMS-ESRD-OUTLIER,TDAPA/TPNIES not outlier services until period ends,HTML:L969-973,2020-01-01,,TC-AUTO-0130,,policy-mapped,
ESCAL200,,,01234,01234,gherkin_rules/escal200.feature,Calculate outlier payment,CAL200-021,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2020-01-01,,TC-AUTO-0131,,policy-mapped,
ESCAL200,,,00636,00636,gherkin_rules/escal200.feature,Compute low-volume recovery payment,CAL200-023,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2020-01-01,,TC-AUTO-0132,,policy-mapped,
ESCAL200,,,00720,00720,gherkin_rules/escal200.feature,Assign return code based on adjustment combinations,CAL200-022,Internal/No policy citation found,,,2020-01-01,,TC-AUTO-0133,,internal,
ESCAL191,,,00204,00204,gherkin_rules/escal191.feature,Force waive-blend indicator to Y,CAL191-001O,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0134,,internal,
ESCAL191,,,00696,00706,gherkin_rules/escal191.feature,AKI claims bypass bundled factor calculations,CAL191-001P,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2019-01-01,,TC-AUTO-0135,,policy-mapped,
ESCAL191,,,00714,00717,gherkin_rules/escal191.feature,Reject claims with invalid condition codes,CAL191-000,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2019-01-01,,TC-AUTO-0136,,policy-mapped,
ESCAL191,,,00721,00725,gherkin_rules/escal191.feature,Reject claims with invalid provider type,CAL191-001A,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0137,,internal,
ESCAL191,,,00729,00731,gherkin_rules/escal191.feature,Reject claims with invalid special payment indicator,CAL191-001B,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0138,,internal,
ESCAL191,,,00735,00737,gherkin_rules/escal191.feature,Reject claims with invalid date of birth,CAL191-001N,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0139,,internal,
ESCAL191,,,00742,00744,gherkin_rules/escal191.feature,Reject non-AKI claims with invalid weight,CAL191-001E,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2019-01-01,,TC-AUTO-0140,,policy-mapped,
ESCAL191,,,00750,00752,gherkin_rules/escal191.feature,Reject non-AKI claims with invalid height,CAL191-001F,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2019-01-01,,TC-AUTO-0141,,policy-mapped,
ESCAL191,,,00757,00762,gherkin_rules/escal191.feature,Reject claims with invalid revenue code,CAL191-001C,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2019-01-01,,TC-AUTO-0142,,policy-mapped,
ESCAL191,,,00766,00772,gherkin_rules/escal191.feature,Reject claims with invalid QIP reduction code,CAL191-001D,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2019-01-01,,TC-AUTO-0143,,policy-mapped,
ESCAL191,,,00777,00779,gherkin_rules/escal191.feature,Reject non-AKI claims with height over 300,CAL191-001G,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2019-01-01,,TC-AUTO-0144,,policy-mapped,
ESCAL191,,,00785,00787,gherkin_rules/escal191.feature,Reject non-AKI claims with weight over 500,CAL191-001H,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2019-01-01,,TC-AUTO-0145,,policy-mapped,
ESCAL191,,,00797,00800,gherkin_rules/escal191.feature,Reject claims with invalid dialysis session count,CAL191-001I,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0146,,internal,
ESCAL191,,,00804,00807,gherkin_rules/escal191.feature,Reject claims with invalid line item date of service,CAL191-001J,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0147,,internal,
ESCAL191,,,00811,00813,gherkin_rules/escal191.feature,Reject claims with invalid dialysis start date,CAL191-001K,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0148,,internal,
ESCAL191,,,00817,00819,gherkin_rules/escal191.feature,Reject claims with invalid outlier total charges,CAL191-001L,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2019-01-01,,TC-AUTO-0149,,policy-mapped,
ESCAL191,,,00823,00828,gherkin_rules/escal191.feature,Reject non-AKI claims with invalid comorbid return code,CAL191-001M,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2019-01-01,,TC-AUTO-0150,,policy-mapped,
ESCAL191,,,00451,00451,gherkin_rules/escal191.feature,Compute bundled base wage amount,CAL191-002,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0151,,internal,
ESCAL191,,,00866,00869,gherkin_rules/escal191.feature,Compute patient age for factor selection,CAL191-008,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0152,,internal,
ESCAL191,,,00878,00894,gherkin_rules/escal191.feature,Map QIP reduction codes to reduction factors,CAL191-007,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2019-01-01,,TC-AUTO-0153,,policy-mapped,
ESCAL191,,,00915,00915,gherkin_rules/escal191.feature,Normalize comorbid data for consistent evaluation,CAL191-010,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2019-01-01,,TC-AUTO-0154,,policy-mapped,
ESCAL191,,,00563,00563,gherkin_rules/escal191.feature,Apply pediatric age adjustment factors,CAL191-003A,CLM104C08-REV10640,§20.2 Pediatric Payment Model (under 18),P16:L602-606,2019-01-01,,TC-AUTO-0155,,policy-mapped,
ESCAL191,,,00588,00588,gherkin_rules/escal191.feature,Apply adult age adjustment factors,CAL191-003B,BP102C11-REV257,§60.A.1 Adult Age Bands,P36:L1467-1472,2019-01-01,,TC-AUTO-0156,,policy-mapped,
ESCAL191,,,00455,00455,gherkin_rules/escal191.feature,Compute BSA adjustment factor,CAL191-004,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2019-01-01,,TC-AUTO-0157,,policy-mapped,
ESCAL191,,,01042,01042,gherkin_rules/escal191.feature,Default pediatric BSA factor to 1.000,CAL191-004B,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2019-01-01,,TC-AUTO-0158,,policy-mapped,
ESCAL191,,,00457,00457,gherkin_rules/escal191.feature,Compute BMI adjustment factor,CAL191-005,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2019-01-01,,TC-AUTO-0159,,policy-mapped,
ESCAL191,,,01055,01055,gherkin_rules/escal191.feature,Default BMI factor to 1.000 when low BMI criteria are not met,CAL191-005B,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2019-01-01,,TC-AUTO-0160,,policy-mapped,
ESCAL191,,,00497,00497,gherkin_rules/escal191.feature,Apply onset adjustment factor,CAL191-009,BP102C11-REV257,§60.A.1 Onset of Dialysis (≤120 days),P38:L1516-1537,2019-01-01,,TC-AUTO-0161,,policy-mapped,
ESCAL191,,,01100,01100,gherkin_rules/escal191.feature,Select bundled comorbid multiplier,CAL191-011,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2019-01-01,,TC-AUTO-0162,,policy-mapped,
ESCAL191,,,01134,01142,gherkin_rules/escal191.feature,Apply low volume multiplier for adults,CAL191-012,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2019-01-01,,TC-AUTO-0163,,policy-mapped,
ESCAL191,,,01151,01151,gherkin_rules/escal191.feature,Apply rural adjustment multiplier,CAL191-013,CMS-ESRDPAYMENT,Facility-Level Adjustments include rural adjustment,HTML:L793-795,2019-01-01,,TC-AUTO-0164,,policy-mapped,
ESCAL191,,,00461,00461,gherkin_rules/escal191.feature,Compute adjusted base wage amount,CAL191-014,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0165,,internal,
ESCAL191,,,00225,00225,gherkin_rules/escal191.feature,Apply training add-on or per-diem logic,CAL191-015,CLM104C08-REV12979,§50.8 Training Add-On Payment,P32:L1112-1121,2019-01-01,,TC-AUTO-0166,,policy-mapped,
ESCAL191,,,00318,00318,gherkin_rules/escal191.feature,Apply TDAPA add-on,CAL191-017,CMS-ESRD-OUTLIER,TDAPA/TPNIES not outlier services until period ends,HTML:L969-973,2019-01-01,,TC-AUTO-0167,,policy-mapped,
ESCAL191,,,01219,01219,gherkin_rules/escal191.feature,Calculate outlier payment,CAL191-021,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2019-01-01,,TC-AUTO-0168,,policy-mapped,
ESCAL191,,,00621,00621,gherkin_rules/escal191.feature,Compute low-volume recovery payment,CAL191-023,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2019-01-01,,TC-AUTO-0169,,policy-mapped,
ESCAL191,,,00705,00705,gherkin_rules/escal191.feature,Assign return code based on adjustment combinations,CAL191-022,Internal/No policy citation found,,,2019-01-01,,TC-AUTO-0170,,internal,
ESCAL180,,,00204,00204,gherkin_rules/escal180.feature,Force waive-blend indicator to Y,CAL180-001O,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0171,,internal,
ESCAL180,,,00681,00691,gherkin_rules/escal180.feature,AKI claims bypass bundled factor calculations,CAL180-001P,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2018-01-01,,TC-AUTO-0172,,policy-mapped,
ESCAL180,,,00699,00702,gherkin_rules/escal180.feature,Reject claims with invalid condition codes,CAL180-000,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2018-01-01,,TC-AUTO-0173,,policy-mapped,
ESCAL180,,,00706,00710,gherkin_rules/escal180.feature,Reject claims with invalid provider type,CAL180-001A,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0174,,internal,
ESCAL180,,,00714,00716,gherkin_rules/escal180.feature,Reject claims with invalid special payment indicator,CAL180-001B,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0175,,internal,
ESCAL180,,,00720,00722,gherkin_rules/escal180.feature,Reject claims with invalid date of birth,CAL180-001N,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0176,,internal,
ESCAL180,,,00727,00729,gherkin_rules/escal180.feature,Reject non-AKI claims with invalid weight,CAL180-001E,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2018-01-01,,TC-AUTO-0177,,policy-mapped,
ESCAL180,,,00735,00737,gherkin_rules/escal180.feature,Reject non-AKI claims with invalid height,CAL180-001F,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2018-01-01,,TC-AUTO-0178,,policy-mapped,
ESCAL180,,,00742,00747,gherkin_rules/escal180.feature,Reject claims with invalid revenue code,CAL180-001C,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2018-01-01,,TC-AUTO-0179,,policy-mapped,
ESCAL180,,,00751,00757,gherkin_rules/escal180.feature,Reject claims with invalid QIP reduction code,CAL180-001D,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2018-01-01,,TC-AUTO-0180,,policy-mapped,
ESCAL180,,,00762,00764,gherkin_rules/escal180.feature,Reject non-AKI claims with height over 300,CAL180-001G,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2018-01-01,,TC-AUTO-0181,,policy-mapped,
ESCAL180,,,00770,00772,gherkin_rules/escal180.feature,Reject non-AKI claims with weight over 500,CAL180-001H,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2018-01-01,,TC-AUTO-0182,,policy-mapped,
ESCAL180,,,00782,00785,gherkin_rules/escal180.feature,Reject claims with invalid dialysis session count,CAL180-001I,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0183,,internal,
ESCAL180,,,00789,00792,gherkin_rules/escal180.feature,Reject claims with invalid line item date of service,CAL180-001J,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0184,,internal,
ESCAL180,,,00796,00798,gherkin_rules/escal180.feature,Reject claims with invalid dialysis start date,CAL180-001K,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0185,,internal,
ESCAL180,,,00802,00804,gherkin_rules/escal180.feature,Reject claims with invalid outlier total charges,CAL180-001L,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2018-01-01,,TC-AUTO-0186,,policy-mapped,
ESCAL180,,,00808,00813,gherkin_rules/escal180.feature,Reject non-AKI claims with invalid comorbid return code,CAL180-001M,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2018-01-01,,TC-AUTO-0187,,policy-mapped,
ESCAL180,,,00436,00436,gherkin_rules/escal180.feature,Compute bundled base wage amount,CAL180-002,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0188,,internal,
ESCAL180,,,00851,00854,gherkin_rules/escal180.feature,Compute patient age for factor selection,CAL180-008,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0189,,internal,
ESCAL180,,,00863,00879,gherkin_rules/escal180.feature,Map QIP reduction codes to reduction factors,CAL180-007,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2018-01-01,,TC-AUTO-0190,,policy-mapped,
ESCAL180,,,00900,00900,gherkin_rules/escal180.feature,Normalize comorbid data for consistent evaluation,CAL180-010,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2018-01-01,,TC-AUTO-0191,,policy-mapped,
ESCAL180,,,00548,00548,gherkin_rules/escal180.feature,Apply pediatric age adjustment factors,CAL180-003A,CLM104C08-REV10640,§20.2 Pediatric Payment Model (under 18),P16:L602-606,2018-01-01,,TC-AUTO-0192,,policy-mapped,
ESCAL180,,,00573,00573,gherkin_rules/escal180.feature,Apply adult age adjustment factors,CAL180-003B,BP102C11-REV257,§60.A.1 Adult Age Bands,P36:L1467-1472,2018-01-01,,TC-AUTO-0193,,policy-mapped,
ESCAL180,,,00440,00440,gherkin_rules/escal180.feature,Compute BSA adjustment factor,CAL180-004,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2018-01-01,,TC-AUTO-0194,,policy-mapped,
ESCAL180,,,01027,01027,gherkin_rules/escal180.feature,Default pediatric BSA factor to 1.000,CAL180-004B,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2018-01-01,,TC-AUTO-0195,,policy-mapped,
ESCAL180,,,00442,00442,gherkin_rules/escal180.feature,Compute BMI adjustment factor,CAL180-005,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2018-01-01,,TC-AUTO-0196,,policy-mapped,
ESCAL180,,,01040,01040,gherkin_rules/escal180.feature,Default BMI factor to 1.000 when low BMI criteria are not met,CAL180-005B,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2018-01-01,,TC-AUTO-0197,,policy-mapped,
ESCAL180,,,00482,00482,gherkin_rules/escal180.feature,Apply onset adjustment factor,CAL180-009,BP102C11-REV257,§60.A.1 Onset of Dialysis (≤120 days),P38:L1516-1537,2018-01-01,,TC-AUTO-0198,,policy-mapped,
ESCAL180,,,01085,01085,gherkin_rules/escal180.feature,Select bundled comorbid multiplier,CAL180-011,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2018-01-01,,TC-AUTO-0199,,policy-mapped,
ESCAL180,,,01119,01127,gherkin_rules/escal180.feature,Apply low volume multiplier for adults,CAL180-012,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2018-01-01,,TC-AUTO-0200,,policy-mapped,
ESCAL180,,,01136,01136,gherkin_rules/escal180.feature,Apply rural adjustment multiplier,CAL180-013,CMS-ESRDPAYMENT,Facility-Level Adjustments include rural adjustment,HTML:L793-795,2018-01-01,,TC-AUTO-0201,,policy-mapped,
ESCAL180,,,00446,00446,gherkin_rules/escal180.feature,Compute adjusted base wage amount,CAL180-014,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0202,,internal,
ESCAL180,,,00225,00225,gherkin_rules/escal180.feature,Apply training add-on or per-diem logic,CAL180-015,CLM104C08-REV12979,§50.8 Training Add-On Payment,P32:L1112-1121,2018-01-01,,TC-AUTO-0203,,policy-mapped,
ESCAL180,,,00318,00318,gherkin_rules/escal180.feature,Apply TDAPA add-on,CAL180-017,CMS-ESRD-OUTLIER,TDAPA/TPNIES not outlier services until period ends,HTML:L969-973,2018-01-01,,TC-AUTO-0204,,policy-mapped,
ESCAL180,,,01204,01204,gherkin_rules/escal180.feature,Calculate outlier payment,CAL180-021,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2018-01-01,,TC-AUTO-0205,,policy-mapped,
ESCAL180,,,00606,00606,gherkin_rules/escal180.feature,Compute low-volume recovery payment,CAL180-023,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2018-01-01,,TC-AUTO-0206,,policy-mapped,
ESCAL180,,,00690,00690,gherkin_rules/escal180.feature,Assign return code based on adjustment combinations,CAL180-022,Internal/No policy citation found,,,2018-01-01,,TC-AUTO-0207,,internal,
ESCAL171,,,00204,00204,gherkin_rules/escal171.feature,Force waive-blend indicator to Y,CAL171-001O,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0208,,internal,
ESCAL171,,,00661,00670,gherkin_rules/escal171.feature,AKI claims bypass bundled factor calculations,CAL171-001P,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-07-01,,TC-AUTO-0209,,policy-mapped,
ESCAL171,,,00678,00681,gherkin_rules/escal171.feature,Reject claims with invalid condition codes,CAL171-000,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2017-07-01,,TC-AUTO-0210,,policy-mapped,
ESCAL171,,,00685,00689,gherkin_rules/escal171.feature,Reject claims with invalid provider type,CAL171-001A,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0211,,internal,
ESCAL171,,,00693,00695,gherkin_rules/escal171.feature,Reject claims with invalid special payment indicator,CAL171-001B,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0212,,internal,
ESCAL171,,,00699,00701,gherkin_rules/escal171.feature,Reject claims with invalid date of birth,CAL171-001N,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0213,,internal,
ESCAL171,,,00706,00708,gherkin_rules/escal171.feature,Reject non-AKI claims with invalid weight,CAL171-001E,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-07-01,,TC-AUTO-0214,,policy-mapped,
ESCAL171,,,00714,00716,gherkin_rules/escal171.feature,Reject non-AKI claims with invalid height,CAL171-001F,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-07-01,,TC-AUTO-0215,,policy-mapped,
ESCAL171,,,00721,00726,gherkin_rules/escal171.feature,Reject claims with invalid revenue code,CAL171-001C,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2017-07-01,,TC-AUTO-0216,,policy-mapped,
ESCAL171,,,00730,00736,gherkin_rules/escal171.feature,Reject claims with invalid QIP reduction code,CAL171-001D,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2017-07-01,,TC-AUTO-0217,,policy-mapped,
ESCAL171,,,00741,00743,gherkin_rules/escal171.feature,Reject non-AKI claims with height over 300,CAL171-001G,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-07-01,,TC-AUTO-0218,,policy-mapped,
ESCAL171,,,00749,00751,gherkin_rules/escal171.feature,Reject non-AKI claims with weight over 500,CAL171-001H,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-07-01,,TC-AUTO-0219,,policy-mapped,
ESCAL171,,,00761,00764,gherkin_rules/escal171.feature,Reject claims with invalid dialysis session count,CAL171-001I,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0220,,internal,
ESCAL171,,,00768,00771,gherkin_rules/escal171.feature,Reject claims with invalid line item date of service,CAL171-001J,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0221,,internal,
ESCAL171,,,00775,00777,gherkin_rules/escal171.feature,Reject claims with invalid dialysis start date,CAL171-001K,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0222,,internal,
ESCAL171,,,00781,00783,gherkin_rules/escal171.feature,Reject claims with invalid outlier total charges,CAL171-001L,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2017-07-01,,TC-AUTO-0223,,policy-mapped,
ESCAL171,,,00787,00792,gherkin_rules/escal171.feature,Reject non-AKI claims with invalid comorbid return code,CAL171-001M,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-07-01,,TC-AUTO-0224,,policy-mapped,
ESCAL171,,,00421,00421,gherkin_rules/escal171.feature,Compute bundled base wage amount,CAL171-002,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0225,,internal,
ESCAL171,,,00830,00833,gherkin_rules/escal171.feature,Compute patient age for factor selection,CAL171-008,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0226,,internal,
ESCAL171,,,00842,00858,gherkin_rules/escal171.feature,Map QIP reduction codes to reduction factors,CAL171-007,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2017-07-01,,TC-AUTO-0227,,policy-mapped,
ESCAL171,,,00879,00879,gherkin_rules/escal171.feature,Normalize comorbid data for consistent evaluation,CAL171-010,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2017-07-01,,TC-AUTO-0228,,policy-mapped,
ESCAL171,,,00532,00532,gherkin_rules/escal171.feature,Apply pediatric age adjustment factors,CAL171-003A,CLM104C08-REV10640,§20.2 Pediatric Payment Model (under 18),P16:L602-606,2017-07-01,,TC-AUTO-0229,,policy-mapped,
ESCAL171,,,00557,00557,gherkin_rules/escal171.feature,Apply adult age adjustment factors,CAL171-003B,BP102C11-REV257,§60.A.1 Adult Age Bands,P36:L1467-1472,2017-07-01,,TC-AUTO-0230,,policy-mapped,
